Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
кончать,280,finish,,V,A1,МН,1,кончает,Sing.3.Pres/Fut,,,,_,"мера, время",,verb removed because it is rare
кончать,281,finish,,V,A1,МН,2,кончая,Pres/Fut,,,,_,"мера, время",,verb removed because it is rare
кончать,282,finish,,V,A1,МН,3,кончали,Plur.Past,,,,_,"мера, время",,verb removed because it is rare
маленький,283,small,,A,A1,"Golosa, MiP, LM, МН",1,маленький,Nom.Masc.Sing,Этот маленький мальчик — мой брат.,This little boy is my brother.,,_,мера,7,
маленький,284,small,,A,A1,"Golosa, MiP, LM, МН",2,меньше,Comparative,Луна меньше Земли.,The Moon is smaller than the Earth.,,_,мера,7,
маленький,285,small,,A,A1,"Golosa, MiP, LM, МН",3,маленькая,Nom.Fem.Sing,Эта маленькая девочка — моя сестра.,This little girl is my sister.,,_,мера,7,
дверь,286,door,,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,дверь,Acc.Sing,"Я услышал, как в дверь кто-то постучал.",I heard someone knock on the door.,,_,жильё,5,
дверь,287,door,,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,двери,Gen.Sing,Я стою у двери и жду тебя.,I am standing by the door waiting for you.,,_,жильё,5,
дверь,288,door,,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,дверью,Ins.Sing,"За дверью стоял человек, но я не видел его лица.","There was someone behind the door, but I couldn’t see their face.",,_,жильё,5,
мама,289,mom,,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",1,мама,Nom.Sing,Кем работает твоя мама?,What job does your mom have?,,_,люди,1,
мама,290,mom,,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",2,мамы,Gen.Sing,У моей мамы очень красивые глаза.,My mom has very beautiful eyes.,,_,люди,1,
мама,291,mom,,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",3,маме,Dat.Sing,Только не рассказывайте это моей маме!,Please don’t tell that to my mom!,,_,люди,1,
центр,292,center,,N.Masc.Inan,A1,"MiP, LM, МН",1,центре,Loc.Sing,Давай встретимся в центре в восемь?,Let's meet in the city center at eight o’clock?,,_,путешествие,5,
центр,293,center,,N.Masc.Inan,A1,"MiP, LM, МН",2,центра,Gen.Sing,Вечером так сложно выехать из центра — пробки!,It's so difficult to drive from the city centre in the evening — so much traffic!,,_,путешествие,5,
центр,294,center,,N.Masc.Inan,A1,"MiP, LM, МН",3,центр,Nom.Sing,Исторический центр города сохранился с XV века.,The historical centre of the city has been preserved since the 15th century.,,_,путешествие,5,
игра,295,game,,N.Fem.Inan,A1,"Golosa, MiP, МН",1,игры,Gen.Sing,Ты знаешь правила этой игры?,Do you know the rules of this game?,,_,"люди, свободное время",10,
игра,296,game,,N.Fem.Inan,A1,"Golosa, MiP, МН",2,игра,Nom.Sing,Что наша жизнь? Игра!,What is our life? A game!,,_,"люди, свободное время",10,
игра,297,game,,N.Fem.Inan,A1,"Golosa, MiP, МН",3,игру,Acc.Sing,Кто-нибудь сыграет со мной в игру?,Will someone play this game with me?,,_,"люди, свободное время",10,
банк,298,bank,,N.Masc.Inan,A1,"Golosa, MiP, LM, МН, Поехали",1,банков,Gen.Plur,Во время экономического кризиса люди стали забирать свои деньги из банков.,During the economic crisis people started to take their money out of the banks.,,_,учёба/работа,1,
банк,299,bank,,N.Masc.Inan,A1,"Golosa, MiP, LM, МН, Поехали",2,банка,Gen.Sing,Мне позвонили из банка — документы готовы!,I got a call from the bank — the documents are ready!,,_,учёба/работа,1,
банк,300,bank,,N.Masc.Inan,A1,"Golosa, MiP, LM, МН, Поехали",3,банки,Nom.Plur,Банки сегодня не работают.,The banks are closed today.,,_,учёба/работа,1,
улица,301,street,,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,улице,Loc.Sing,"На улице холодно, одевайся теплее.","It's cold outside, dress warmly.",,_,"путешествие, жильё",5,
улица,302,street,,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,улицу,Acc.Sing,"Я не хочу выходить на улицу, там дождь!","I don't want to go outside, it’s raining!",,_,"путешествие, жильё",5,
улица,303,street,,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,улицы,Gen.Sing,На другой стороне улицы наш дом.,Our house is on the other side of the street.,,_,"путешествие, жильё",5,
статья,304,article,,N.Fem.Inan,A1,"Golosa, MiP, МН",1,статье,Loc.Sing,В этой статье пишут о российской экономике. Надо почитать.,They write about the Russian economy in this article. I need to read it.,,_,учёба/работа,26,
статья,305,article,,N.Fem.Inan,A1,"Golosa, MiP, МН",2,статья,Nom.Sing,Эта статья мне не нравится.,I don't like this article.,,_,учёба/работа,26,
статья,306,article,,N.Fem.Inan,A1,"Golosa, MiP, МН",3,статьи,Gen.Sing,"Я ничего не понял из статьи по физике. Объясни мне, пожалуйста!","I didn’t understand anything from that article on physics. Could you explain it to me, please?",,_,учёба/работа,26,
окно,307,window,,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",1,окна,Gen.Sing,Он смотрел на нас из окна.,He was watching us from the window.,,_,жильё,1,
окно,308,window,,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",2,окно,Acc.Sing,Я люблю смотреть в окно по вечерам.,I like to stare out the window in the evening.,,_,жильё,1,
окно,309,window,,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",3,окном,Ins.Sing,"За окном зима, а дома тепло и уютно.","It's winter outside, but inside the house it’s warm and cozy.",,_,жильё,1,
продукт,310,product,,N.Masc.Inan,A1,"LM, МН",1,продуктов,Gen.Plur,Я составил список продуктов на неделю.,I made a grocery list for the week.,,_,"еда, магазин",8,
продукт,311,product,,N.Masc.Inan,A1,"LM, МН",2,продукта,Gen.Sing,У нового продукта компании много достоинств.,The company's new product has many advantages.,,_,"еда, магазин",8,
продукт,312,product,,N.Masc.Inan,A1,"LM, МН",3,продукты,Nom.Plur,Мои любимые продукты — творог и сметана.,My favorite food items are cottage cheese and sour cream.,,_,"еда, магазин",8,
утро,313,morning,,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",1,утра,Gen.Sing,Я ничего не ел с утра.,I haven't eaten anything since this morning.,,_,"мера, время",6,
утро,314,morning,,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",2,утром,Ins.Sing,Утром я ездила в банк.,I went to the bank this morning.,,_,"мера, время",6,
утро,315,morning,,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",3,утро,Acc.Sing,Под утро выпал снег.,It was snowing right before the morning came.,,_,"мера, время",6,
купить,316,buy,,V,A1,"Golosa, MiP, LM, МН",1,купить,Perf.Inf,Я хочу купить это платье.,I want to buy this dress.,,_,магазин,18,
купить,317,buy,,V,A1,"Golosa, MiP, LM, МН",2,купил,Perf.Masc.Sing.Past,Он купил себе новую машину.,He bought himself a new car.,,_,магазин,18,
купить,318,buy,,V,A1,"Golosa, MiP, LM, МН",3,купила,Perf.Fem.Sing.Past,Она купила себе новый дом.,She bought herself a new house.,,_,магазин,18,
дорога,319,road,,N.Fem.Inan,A1,"LM, МН",1,дороги,Gen.Sing,У дороги стоит маленький магазин.,There is a little shop by the side of the road.,,_,путешествие,16,
дорога,320,road,,N.Fem.Inan,A1,"LM, МН",2,дорогу,Acc.Sing,Переходите через дорогу только по светофору!,Cross the road only when the light is green!,,_,путешествие,16,
дорога,321,road,,N.Fem.Inan,A1,"LM, МН",3,дороге,Dat.Sing,"Лось подошёл близко к дороге, и мы смогли его сфотографировать.",The moose came close to the road and we managed to take a photo of it.,,_,путешествие,16,
курить,322,smoke,,V,A1,"MiP, МН",1,курить,Imperf.Inf,Он бросил курить десять лет назад.,He quit smoking 10 years ago.,,_,"люди, здоровье",25,
курить,323,smoke,,V,A1,"MiP, МН",2,курил,Imperf.Masc.Sing.Past,Я раньше много курил.,I used to smoke a lot.,,_,"люди, здоровье",25,
курить,324,smoke,,V,A1,"MiP, МН",3,курю,Imperf.Sing.1,Я не курю.,I don't smoke.,,_,"люди, здоровье",25,
река,325,river,,N.Fem.Inan,A1,"MiP, LM, МН",1,реки,Gen.Sing,До реки идти десять минут.,It takes ten minutes to walk to the river.,,_,путешествие,21,
река,326,river,,N.Fem.Inan,A1,"MiP, LM, МН",2,река,Nom.Sing,Как называется эта река? Это Волга.,What is the name of this river? It's the Volga.,,_,путешествие,21,
